id,level,domain,question,serialized_table,prompt,answer,table_json,evidence_json,operation
A-L1-0064,1,weather,What Visibility was recorded at station Fairview?,"| Temperature | Visibility | Rainfall | Humidity | Pressure | Station |
| --- | --- | --- | --- | --- | --- |
| -5.1 °C | 8.3 km | 3.8 mm | 84% | 978.4 hPa | Lakeside |
| 27.8 °C | 7.2 km | 35.2 mm | 20% | 1013.2 hPa | Fairview |
| 5.5 °C | 20.8 km | 44.4 mm | 93% | 1036.2 hPa | Pinehurst |
| 14.9 °C | 3.4 km | 12.8 mm | 70% | 1006.6 hPa | Hillcrest |","Answer the question using the table. Return only the requested value.

Table:
| Temperature | Visibility | Rainfall | Humidity | Pressure | Station |
| --- | --- | --- | --- | --- | --- |
| -5.1 °C | 8.3 km | 3.8 mm | 84% | 978.4 hPa | Lakeside |
| 27.8 °C | 7.2 km | 35.2 mm | 20% | 1013.2 hPa | Fairview |
| 5.5 °C | 20.8 km | 44.4 mm | 93% | 1036.2 hPa | Pinehurst |
| 14.9 °C | 3.4 km | 12.8 mm | 70% | 1006.6 hPa | Hillcrest |

Question: What Visibility was recorded at station Fairview?",7.2 km,"{""headers"": [""Temperature"", ""Visibility"", ""Rainfall"", ""Humidity"", ""Pressure"", ""Station""], ""rows"": [[""-5.1 °C"", ""8.3 km"", ""3.8 mm"", ""84%"", ""978.4 hPa"", ""Lakeside""], [""27.8 °C"", ""7.2 km"", ""35.2 mm"", ""20%"", ""1013.2 hPa"", ""Fairview""], [""5.5 °C"", ""20.8 km"", ""44.4 mm"", ""93%"", ""1036.2 hPa"", ""Pinehurst""], [""14.9 °C"", ""3.4 km"", ""12.8 mm"", ""70%"", ""1006.6 hPa"", ""Hillcrest""]]}","{""row_index"": 1, ""column_index"": 1, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Fairview"", ""target_column"": ""Visibility""}",lookup
A-L1-0065,1,weather,What Humidity was recorded at station Maple?,"| Wind speed | Pressure | Rainfall | Humidity | Station | Temperature | Visibility |
| --- | --- | --- | --- | --- | --- | --- |
| 14.1 m/s | 982.0 hPa | 57.9 mm | 29% | Orion | 15.3 °C | 18.7 km |
| 3.5 m/s | 994.1 hPa | 66.3 mm | 95% | Westhaven | 15.0 °C | 3.6 km |
| 27.4 m/s | 1007.0 hPa | 12.7 mm | 64% | Riverton | -14.3 °C | 3.8 km |
| 30.0 m/s | 991.2 hPa | 78.0 mm | 61% | Maple | -10.4 °C | 15.8 km |
| 30.7 m/s | 1025.4 hPa | 55.7 mm | 88% | Clearwater | 26.6 °C | 8.3 km |","Answer the question using the table. Return only the requested value.

Table:
| Wind speed | Pressure | Rainfall | Humidity | Station | Temperature | Visibility |
| --- | --- | --- | --- | --- | --- | --- |
| 14.1 m/s | 982.0 hPa | 57.9 mm | 29% | Orion | 15.3 °C | 18.7 km |
| 3.5 m/s | 994.1 hPa | 66.3 mm | 95% | Westhaven | 15.0 °C | 3.6 km |
| 27.4 m/s | 1007.0 hPa | 12.7 mm | 64% | Riverton | -14.3 °C | 3.8 km |
| 30.0 m/s | 991.2 hPa | 78.0 mm | 61% | Maple | -10.4 °C | 15.8 km |
| 30.7 m/s | 1025.4 hPa | 55.7 mm | 88% | Clearwater | 26.6 °C | 8.3 km |

Question: What Humidity was recorded at station Maple?",61%,"{""headers"": [""Wind speed"", ""Pressure"", ""Rainfall"", ""Humidity"", ""Station"", ""Temperature"", ""Visibility""], ""rows"": [[""14.1 m/s"", ""982.0 hPa"", ""57.9 mm"", ""29%"", ""Orion"", ""15.3 °C"", ""18.7 km""], [""3.5 m/s"", ""994.1 hPa"", ""66.3 mm"", ""95%"", ""Westhaven"", ""15.0 °C"", ""3.6 km""], [""27.4 m/s"", ""1007.0 hPa"", ""12.7 mm"", ""64%"", ""Riverton"", ""-14.3 °C"", ""3.8 km""], [""30.0 m/s"", ""991.2 hPa"", ""78.0 mm"", ""61%"", ""Maple"", ""-10.4 °C"", ""15.8 km""], [""30.7 m/s"", ""1025.4 hPa"", ""55.7 mm"", ""88%"", ""Clearwater"", ""26.6 °C"", ""8.3 km""]]}","{""row_index"": 3, ""column_index"": 3, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Maple"", ""target_column"": ""Humidity""}",lookup
A-L1-0066,1,sports,"In the table, what Goals conceded do the Ravens have?","| Team | Possession | Losses | Points | Goals conceded | Goals scored |
| --- | --- | --- | --- | --- | --- |
| Knights | 46.3% | 27 | 76 | 52 | 67 |
| Comets | 51.0% | 5 | 13 | 29 | 77 |
| Ravens | 65.0% | 7 | 17 | 9 | 30 |
| Panthers | 62.8% | 2 | 30 | 44 | 70 |
| Sharks | 33.6% | 29 | 37 | 110 | 61 |
| Tigers | 58.4% | 24 | 27 | 113 | 56 |","Answer the question using the table. Return only the requested value.

Table:
| Team | Possession | Losses | Points | Goals conceded | Goals scored |
| --- | --- | --- | --- | --- | --- |
| Knights | 46.3% | 27 | 76 | 52 | 67 |
| Comets | 51.0% | 5 | 13 | 29 | 77 |
| Ravens | 65.0% | 7 | 17 | 9 | 30 |
| Panthers | 62.8% | 2 | 30 | 44 | 70 |
| Sharks | 33.6% | 29 | 37 | 110 | 61 |
| Tigers | 58.4% | 24 | 27 | 113 | 56 |

Question: In the table, what Goals conceded do the Ravens have?",9,"{""headers"": [""Team"", ""Possession"", ""Losses"", ""Points"", ""Goals conceded"", ""Goals scored""], ""rows"": [[""Knights"", ""46.3%"", ""27"", ""76"", ""52"", ""67""], [""Comets"", ""51.0%"", ""5"", ""13"", ""29"", ""77""], [""Ravens"", ""65.0%"", ""7"", ""17"", ""9"", ""30""], [""Panthers"", ""62.8%"", ""2"", ""30"", ""44"", ""70""], [""Sharks"", ""33.6%"", ""29"", ""37"", ""110"", ""61""], [""Tigers"", ""58.4%"", ""24"", ""27"", ""113"", ""56""]]}","{""row_index"": 2, ""column_index"": 4, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Ravens"", ""target_column"": ""Goals conceded""}",lookup
A-L1-0067,1,skydiving,Find David. What Heart rate is listed?,"| Altitude | Person | Heart rate | Falling speed | Air temperature | Air pressure |
| --- | --- | --- | --- | --- | --- |
| 1743 m | Theo | 77 bpm | 61.5 m/s | -26.2 °C | 99.1 kPa |
| 9980 m | Ryan | 112 bpm | 53.0 m/s | -2.3 °C | 28.2 kPa |
| 10982 m | Jisoo | 138 bpm | 71.1 m/s | -44.4 °C | 68.1 kPa |
| 11597 m | David | 160 bpm | 34.8 m/s | -8.9 °C | 71.8 kPa |
| 10198 m | Hana | 109 bpm | 55.7 m/s | -3.3 °C | 71.8 kPa |
| 3503 m | Iris | 145 bpm | 63.4 m/s | 9.3 °C | 91.4 kPa |
| 5209 m | Yuna | 72 bpm | 65.7 m/s | -28.0 °C | 82.4 kPa |
| 9758 m | Nora | 102 bpm | 25.5 m/s | -29.1 °C | 97.4 kPa |
| 4829 m | Lena | 107 bpm | 63.6 m/s | -18.3 °C | 40.2 kPa |","Answer the question using the table. Return only the requested value.

Table:
| Altitude | Person | Heart rate | Falling speed | Air temperature | Air pressure |
| --- | --- | --- | --- | --- | --- |
| 1743 m | Theo | 77 bpm | 61.5 m/s | -26.2 °C | 99.1 kPa |
| 9980 m | Ryan | 112 bpm | 53.0 m/s | -2.3 °C | 28.2 kPa |
| 10982 m | Jisoo | 138 bpm | 71.1 m/s | -44.4 °C | 68.1 kPa |
| 11597 m | David | 160 bpm | 34.8 m/s | -8.9 °C | 71.8 kPa |
| 10198 m | Hana | 109 bpm | 55.7 m/s | -3.3 °C | 71.8 kPa |
| 3503 m | Iris | 145 bpm | 63.4 m/s | 9.3 °C | 91.4 kPa |
| 5209 m | Yuna | 72 bpm | 65.7 m/s | -28.0 °C | 82.4 kPa |
| 9758 m | Nora | 102 bpm | 25.5 m/s | -29.1 °C | 97.4 kPa |
| 4829 m | Lena | 107 bpm | 63.6 m/s | -18.3 °C | 40.2 kPa |

Question: Find David. What Heart rate is listed?",160 bpm,"{""headers"": [""Altitude"", ""Person"", ""Heart rate"", ""Falling speed"", ""Air temperature"", ""Air pressure""], ""rows"": [[""1743 m"", ""Theo"", ""77 bpm"", ""61.5 m/s"", ""-26.2 °C"", ""99.1 kPa""], [""9980 m"", ""Ryan"", ""112 bpm"", ""53.0 m/s"", ""-2.3 °C"", ""28.2 kPa""], [""10982 m"", ""Jisoo"", ""138 bpm"", ""71.1 m/s"", ""-44.4 °C"", ""68.1 kPa""], [""11597 m"", ""David"", ""160 bpm"", ""34.8 m/s"", ""-8.9 °C"", ""71.8 kPa""], [""10198 m"", ""Hana"", ""109 bpm"", ""55.7 m/s"", ""-3.3 °C"", ""71.8 kPa""], [""3503 m"", ""Iris"", ""145 bpm"", ""63.4 m/s"", ""9.3 °C"", ""91.4 kPa""], [""5209 m"", ""Yuna"", ""72 bpm"", ""65.7 m/s"", ""-28.0 °C"", ""82.4 kPa""], [""9758 m"", ""Nora"", ""102 bpm"", ""25.5 m/s"", ""-29.1 °C"", ""97.4 kPa""], [""4829 m"", ""Lena"", ""107 bpm"", ""63.6 m/s"", ""-18.3 °C"", ""40.2 kPa""]]}","{""row_index"": 3, ""column_index"": 2, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""David"", ""target_column"": ""Heart rate""}",lookup
A-L1-0068,1,weather,"According to the weather table, what is the Pressure at Orion?","| Pressure | Wind speed | Humidity | Station | Visibility |
| --- | --- | --- | --- | --- |
| 1034.2 hPa | 19.6 m/s | 91% | Westhaven | 27.0 km |
| 954.6 hPa | 22.9 m/s | 33% | Pinehurst | 26.2 km |
| 1011.5 hPa | 10.3 m/s | 54% | Hillcrest | 21.9 km |
| 1002.3 hPa | 10.5 m/s | 29% | Lakeside | 17.0 km |
| 935.9 hPa | 16.2 m/s | 25% | Clearwater | 19.2 km |
| 970.9 hPa | 14.7 m/s | 89% | Orion | 17.8 km |","Answer the question using the table. Return only the requested value.

Table:
| Pressure | Wind speed | Humidity | Station | Visibility |
| --- | --- | --- | --- | --- |
| 1034.2 hPa | 19.6 m/s | 91% | Westhaven | 27.0 km |
| 954.6 hPa | 22.9 m/s | 33% | Pinehurst | 26.2 km |
| 1011.5 hPa | 10.3 m/s | 54% | Hillcrest | 21.9 km |
| 1002.3 hPa | 10.5 m/s | 29% | Lakeside | 17.0 km |
| 935.9 hPa | 16.2 m/s | 25% | Clearwater | 19.2 km |
| 970.9 hPa | 14.7 m/s | 89% | Orion | 17.8 km |

Question: According to the weather table, what is the Pressure at Orion?",970.9 hPa,"{""headers"": [""Pressure"", ""Wind speed"", ""Humidity"", ""Station"", ""Visibility""], ""rows"": [[""1034.2 hPa"", ""19.6 m/s"", ""91%"", ""Westhaven"", ""27.0 km""], [""954.6 hPa"", ""22.9 m/s"", ""33%"", ""Pinehurst"", ""26.2 km""], [""1011.5 hPa"", ""10.3 m/s"", ""54%"", ""Hillcrest"", ""21.9 km""], [""1002.3 hPa"", ""10.5 m/s"", ""29%"", ""Lakeside"", ""17.0 km""], [""935.9 hPa"", ""16.2 m/s"", ""25%"", ""Clearwater"", ""19.2 km""], [""970.9 hPa"", ""14.7 m/s"", ""89%"", ""Orion"", ""17.8 km""]]}","{""row_index"": 5, ""column_index"": 0, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Orion"", ""target_column"": ""Pressure""}",lookup
A-L1-0069,1,sports,What is the Goals conceded value for the Wolves?,"| Goals scored | Possession | Losses | Wins | Points | Team | Goals conceded |
| --- | --- | --- | --- | --- | --- | --- |
| 49 | 39.1% | 23 | 28 | 41 | Sharks | 44 |
| 6 | 59.2% | 17 | 30 | 35 | Dragons | 119 |
| 5 | 37.6% | 10 | 21 | 77 | Ravens | 85 |
| 86 | 35.2% | 24 | 13 | 21 | Bulls | 59 |
| 5 | 68.6% | 12 | 12 | 64 | Comets | 9 |
| 40 | 32.3% | 10 | 14 | 91 | Falcons | 31 |
| 67 | 53.1% | 24 | 5 | 31 | Wolves | 105 |","Answer the question using the table. Return only the requested value.

Table:
| Goals scored | Possession | Losses | Wins | Points | Team | Goals conceded |
| --- | --- | --- | --- | --- | --- | --- |
| 49 | 39.1% | 23 | 28 | 41 | Sharks | 44 |
| 6 | 59.2% | 17 | 30 | 35 | Dragons | 119 |
| 5 | 37.6% | 10 | 21 | 77 | Ravens | 85 |
| 86 | 35.2% | 24 | 13 | 21 | Bulls | 59 |
| 5 | 68.6% | 12 | 12 | 64 | Comets | 9 |
| 40 | 32.3% | 10 | 14 | 91 | Falcons | 31 |
| 67 | 53.1% | 24 | 5 | 31 | Wolves | 105 |

Question: What is the Goals conceded value for the Wolves?",105,"{""headers"": [""Goals scored"", ""Possession"", ""Losses"", ""Wins"", ""Points"", ""Team"", ""Goals conceded""], ""rows"": [[""49"", ""39.1%"", ""23"", ""28"", ""41"", ""Sharks"", ""44""], [""6"", ""59.2%"", ""17"", ""30"", ""35"", ""Dragons"", ""119""], [""5"", ""37.6%"", ""10"", ""21"", ""77"", ""Ravens"", ""85""], [""86"", ""35.2%"", ""24"", ""13"", ""21"", ""Bulls"", ""59""], [""5"", ""68.6%"", ""12"", ""12"", ""64"", ""Comets"", ""9""], [""40"", ""32.3%"", ""10"", ""14"", ""91"", ""Falcons"", ""31""], [""67"", ""53.1%"", ""24"", ""5"", ""31"", ""Wolves"", ""105""]]}","{""row_index"": 6, ""column_index"": 6, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Wolves"", ""target_column"": ""Goals conceded""}",lookup
A-L1-0070,1,race,Find Leo's row. What is the Tire temperature?,"| Fuel remaining | Pit time | Top speed | Lap time | Position | Driver | Tire temperature |
| --- | --- | --- | --- | --- | --- | --- |
| 34.5 L | 17.11 s | 183.6 km/h | 110.55 s | 4 | Jisoo | 101.0 °C |
| 25.5 L | 29.77 s | 207.6 km/h | 95.32 s | 1 | Noah | 109.7 °C |
| 5.8 L | 44.76 s | 318.8 km/h | 109.43 s | 20 | Nora | 109.6 °C |
| 57.5 L | 35.65 s | 210.4 km/h | 105.12 s | 12 | Leo | 88.1 °C |
| 34.7 L | 40.44 s | 289.0 km/h | 77.95 s | 5 | Hana | 98.4 °C |","Answer the question using the table. Return only the requested value.

Table:
| Fuel remaining | Pit time | Top speed | Lap time | Position | Driver | Tire temperature |
| --- | --- | --- | --- | --- | --- | --- |
| 34.5 L | 17.11 s | 183.6 km/h | 110.55 s | 4 | Jisoo | 101.0 °C |
| 25.5 L | 29.77 s | 207.6 km/h | 95.32 s | 1 | Noah | 109.7 °C |
| 5.8 L | 44.76 s | 318.8 km/h | 109.43 s | 20 | Nora | 109.6 °C |
| 57.5 L | 35.65 s | 210.4 km/h | 105.12 s | 12 | Leo | 88.1 °C |
| 34.7 L | 40.44 s | 289.0 km/h | 77.95 s | 5 | Hana | 98.4 °C |

Question: Find Leo's row. What is the Tire temperature?",88.1 °C,"{""headers"": [""Fuel remaining"", ""Pit time"", ""Top speed"", ""Lap time"", ""Position"", ""Driver"", ""Tire temperature""], ""rows"": [[""34.5 L"", ""17.11 s"", ""183.6 km/h"", ""110.55 s"", ""4"", ""Jisoo"", ""101.0 °C""], [""25.5 L"", ""29.77 s"", ""207.6 km/h"", ""95.32 s"", ""1"", ""Noah"", ""109.7 °C""], [""5.8 L"", ""44.76 s"", ""318.8 km/h"", ""109.43 s"", ""20"", ""Nora"", ""109.6 °C""], [""57.5 L"", ""35.65 s"", ""210.4 km/h"", ""105.12 s"", ""12"", ""Leo"", ""88.1 °C""], [""34.7 L"", ""40.44 s"", ""289.0 km/h"", ""77.95 s"", ""5"", ""Hana"", ""98.4 °C""]]}","{""row_index"": 3, ""column_index"": 6, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Leo"", ""target_column"": ""Tire temperature""}",lookup
A-L1-0071,1,lab,Look at Sample-F. What is its recorded Density?,"| Density | pH | Volume | Mass | Conductivity | Temperature | Sample |
| --- | --- | --- | --- | --- | --- | --- |
| 3.48 g/mL | 9.39 | 78.9 mL | 379.6 g | 1.24 mS/cm | 13.5 °C | Sample-C |
| 3.57 g/mL | 3.71 | 166.2 mL | 220.0 g | 15.58 mS/cm | 37.2 °C | Sample-A |
| 1.54 g/mL | 3.01 | 181.2 mL | 117.1 g | 24.72 mS/cm | 28.0 °C | Sample-G |
| 3.31 g/mL | 3.00 | 116.6 mL | 21.6 g | 7.34 mS/cm | 20.7 °C | Sample-E |
| 2.29 g/mL | 10.35 | 226.8 mL | 76.3 g | 2.34 mS/cm | 65.2 °C | Sample-F |","Answer the question using the table. Return only the requested value.

Table:
| Density | pH | Volume | Mass | Conductivity | Temperature | Sample |
| --- | --- | --- | --- | --- | --- | --- |
| 3.48 g/mL | 9.39 | 78.9 mL | 379.6 g | 1.24 mS/cm | 13.5 °C | Sample-C |
| 3.57 g/mL | 3.71 | 166.2 mL | 220.0 g | 15.58 mS/cm | 37.2 °C | Sample-A |
| 1.54 g/mL | 3.01 | 181.2 mL | 117.1 g | 24.72 mS/cm | 28.0 °C | Sample-G |
| 3.31 g/mL | 3.00 | 116.6 mL | 21.6 g | 7.34 mS/cm | 20.7 °C | Sample-E |
| 2.29 g/mL | 10.35 | 226.8 mL | 76.3 g | 2.34 mS/cm | 65.2 °C | Sample-F |

Question: Look at Sample-F. What is its recorded Density?",2.29 g/mL,"{""headers"": [""Density"", ""pH"", ""Volume"", ""Mass"", ""Conductivity"", ""Temperature"", ""Sample""], ""rows"": [[""3.48 g/mL"", ""9.39"", ""78.9 mL"", ""379.6 g"", ""1.24 mS/cm"", ""13.5 °C"", ""Sample-C""], [""3.57 g/mL"", ""3.71"", ""166.2 mL"", ""220.0 g"", ""15.58 mS/cm"", ""37.2 °C"", ""Sample-A""], [""1.54 g/mL"", ""3.01"", ""181.2 mL"", ""117.1 g"", ""24.72 mS/cm"", ""28.0 °C"", ""Sample-G""], [""3.31 g/mL"", ""3.00"", ""116.6 mL"", ""21.6 g"", ""7.34 mS/cm"", ""20.7 °C"", ""Sample-E""], [""2.29 g/mL"", ""10.35"", ""226.8 mL"", ""76.3 g"", ""2.34 mS/cm"", ""65.2 °C"", ""Sample-F""]]}","{""row_index"": 4, ""column_index"": 0, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-F"", ""target_column"": ""Density""}",lookup
A-L1-0072,1,weather,What Visibility was recorded at station Hillcrest?,"| Station | Rainfall | Pressure | Visibility |
| --- | --- | --- | --- |
| Hillcrest | 44.6 mm | 1025.5 hPa | 22.4 km |
| Clearwater | 75.4 mm | 983.7 hPa | 13.5 km |
| Maple | 73.3 mm | 997.2 hPa | 26.5 km |
| Westhaven | 52.0 mm | 978.2 hPa | 23.5 km |
| Orion | 55.7 mm | 937.0 hPa | 0.9 km |
| Cedar | 75.8 mm | 1010.0 hPa | 14.8 km |
| Pinehurst | 19.0 mm | 1009.6 hPa | 28.7 km |","Answer the question using the table. Return only the requested value.

Table:
| Station | Rainfall | Pressure | Visibility |
| --- | --- | --- | --- |
| Hillcrest | 44.6 mm | 1025.5 hPa | 22.4 km |
| Clearwater | 75.4 mm | 983.7 hPa | 13.5 km |
| Maple | 73.3 mm | 997.2 hPa | 26.5 km |
| Westhaven | 52.0 mm | 978.2 hPa | 23.5 km |
| Orion | 55.7 mm | 937.0 hPa | 0.9 km |
| Cedar | 75.8 mm | 1010.0 hPa | 14.8 km |
| Pinehurst | 19.0 mm | 1009.6 hPa | 28.7 km |

Question: What Visibility was recorded at station Hillcrest?",22.4 km,"{""headers"": [""Station"", ""Rainfall"", ""Pressure"", ""Visibility""], ""rows"": [[""Hillcrest"", ""44.6 mm"", ""1025.5 hPa"", ""22.4 km""], [""Clearwater"", ""75.4 mm"", ""983.7 hPa"", ""13.5 km""], [""Maple"", ""73.3 mm"", ""997.2 hPa"", ""26.5 km""], [""Westhaven"", ""52.0 mm"", ""978.2 hPa"", ""23.5 km""], [""Orion"", ""55.7 mm"", ""937.0 hPa"", ""0.9 km""], [""Cedar"", ""75.8 mm"", ""1010.0 hPa"", ""14.8 km""], [""Pinehurst"", ""19.0 mm"", ""1009.6 hPa"", ""28.7 km""]]}","{""row_index"": 0, ""column_index"": 3, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Hillcrest"", ""target_column"": ""Visibility""}",lookup
A-L1-0073,1,lab,What is the Temperature of Sample-H?,"| Sample | pH | Volume | Temperature |
| --- | --- | --- | --- |
| Sample-B | 7.08 | 168.2 mL | 23.6 °C |
| Sample-D | 8.04 | 76.8 mL | 60.7 °C |
| Sample-H | 8.53 | 103.7 mL | 14.2 °C |
| Sample-I | 6.47 | 124.8 mL | 15.7 °C |
| Sample-L | 6.03 | 115.3 mL | 26.1 °C |
| Sample-A | 2.50 | 161.2 mL | 25.0 °C |
| Sample-C | 10.01 | 214.3 mL | 45.3 °C |
| Sample-G | 7.57 | 23.6 mL | 5.0 °C |","Answer the question using the table. Return only the requested value.

Table:
| Sample | pH | Volume | Temperature |
| --- | --- | --- | --- |
| Sample-B | 7.08 | 168.2 mL | 23.6 °C |
| Sample-D | 8.04 | 76.8 mL | 60.7 °C |
| Sample-H | 8.53 | 103.7 mL | 14.2 °C |
| Sample-I | 6.47 | 124.8 mL | 15.7 °C |
| Sample-L | 6.03 | 115.3 mL | 26.1 °C |
| Sample-A | 2.50 | 161.2 mL | 25.0 °C |
| Sample-C | 10.01 | 214.3 mL | 45.3 °C |
| Sample-G | 7.57 | 23.6 mL | 5.0 °C |

Question: What is the Temperature of Sample-H?",14.2 °C,"{""headers"": [""Sample"", ""pH"", ""Volume"", ""Temperature""], ""rows"": [[""Sample-B"", ""7.08"", ""168.2 mL"", ""23.6 °C""], [""Sample-D"", ""8.04"", ""76.8 mL"", ""60.7 °C""], [""Sample-H"", ""8.53"", ""103.7 mL"", ""14.2 °C""], [""Sample-I"", ""6.47"", ""124.8 mL"", ""15.7 °C""], [""Sample-L"", ""6.03"", ""115.3 mL"", ""26.1 °C""], [""Sample-A"", ""2.50"", ""161.2 mL"", ""25.0 °C""], [""Sample-C"", ""10.01"", ""214.3 mL"", ""45.3 °C""], [""Sample-G"", ""7.57"", ""23.6 mL"", ""5.0 °C""]]}","{""row_index"": 2, ""column_index"": 3, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-H"", ""target_column"": ""Temperature""}",lookup
A-L1-0074,1,skydiving,"According to the table, what is the Heart rate for Alex?","| Falling speed | Person | Air pressure | Heart rate |
| --- | --- | --- | --- |
| 54.9 m/s | Alex | 62.4 kPa | 75 bpm |
| 80.8 m/s | David | 51.4 kPa | 118 bpm |
| 64.5 m/s | Maya | 96.5 kPa | 84 bpm |
| 81.1 m/s | Theo | 87.1 kPa | 121 bpm |
| 60.3 m/s | Emma | 81.8 kPa | 117 bpm |
| 49.9 m/s | Jisoo | 94.1 kPa | 158 bpm |
| 31.4 m/s | Yuna | 68.9 kPa | 90 bpm |
| 55.5 m/s | Sofia | 93.7 kPa | 89 bpm |
| 71.9 m/s | Leo | 77.3 kPa | 81 bpm |","Answer the question using the table. Return only the requested value.

Table:
| Falling speed | Person | Air pressure | Heart rate |
| --- | --- | --- | --- |
| 54.9 m/s | Alex | 62.4 kPa | 75 bpm |
| 80.8 m/s | David | 51.4 kPa | 118 bpm |
| 64.5 m/s | Maya | 96.5 kPa | 84 bpm |
| 81.1 m/s | Theo | 87.1 kPa | 121 bpm |
| 60.3 m/s | Emma | 81.8 kPa | 117 bpm |
| 49.9 m/s | Jisoo | 94.1 kPa | 158 bpm |
| 31.4 m/s | Yuna | 68.9 kPa | 90 bpm |
| 55.5 m/s | Sofia | 93.7 kPa | 89 bpm |
| 71.9 m/s | Leo | 77.3 kPa | 81 bpm |

Question: According to the table, what is the Heart rate for Alex?",75 bpm,"{""headers"": [""Falling speed"", ""Person"", ""Air pressure"", ""Heart rate""], ""rows"": [[""54.9 m/s"", ""Alex"", ""62.4 kPa"", ""75 bpm""], [""80.8 m/s"", ""David"", ""51.4 kPa"", ""118 bpm""], [""64.5 m/s"", ""Maya"", ""96.5 kPa"", ""84 bpm""], [""81.1 m/s"", ""Theo"", ""87.1 kPa"", ""121 bpm""], [""60.3 m/s"", ""Emma"", ""81.8 kPa"", ""117 bpm""], [""49.9 m/s"", ""Jisoo"", ""94.1 kPa"", ""158 bpm""], [""31.4 m/s"", ""Yuna"", ""68.9 kPa"", ""90 bpm""], [""55.5 m/s"", ""Sofia"", ""93.7 kPa"", ""89 bpm""], [""71.9 m/s"", ""Leo"", ""77.3 kPa"", ""81 bpm""]]}","{""row_index"": 0, ""column_index"": 3, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Alex"", ""target_column"": ""Heart rate""}",lookup
A-L1-0075,1,weather,"According to the weather table, what is the Rainfall at Fairview?","| Visibility | Pressure | Temperature | Station | Wind speed | Rainfall |
| --- | --- | --- | --- | --- | --- |
| 12.8 km | 961.5 hPa | 29.9 °C | Pinehurst | 29.4 m/s | 63.6 mm |
| 6.4 km | 961.5 hPa | -1.7 °C | Clearwater | 5.6 m/s | 63.8 mm |
| 24.3 km | 946.0 hPa | 20.5 °C | Hillcrest | 0.9 m/s | 44.4 mm |
| 19.7 km | 1006.4 hPa | 2.1 °C | Fairview | 17.6 m/s | 81.5 mm |
| 3.9 km | 992.8 hPa | 20.4 °C | Maple | 16.8 m/s | 29.9 mm |
| 18.9 km | 1004.0 hPa | 37.0 °C | Lakeside | 12.1 m/s | 24.7 mm |","Answer the question using the table. Return only the requested value.

Table:
| Visibility | Pressure | Temperature | Station | Wind speed | Rainfall |
| --- | --- | --- | --- | --- | --- |
| 12.8 km | 961.5 hPa | 29.9 °C | Pinehurst | 29.4 m/s | 63.6 mm |
| 6.4 km | 961.5 hPa | -1.7 °C | Clearwater | 5.6 m/s | 63.8 mm |
| 24.3 km | 946.0 hPa | 20.5 °C | Hillcrest | 0.9 m/s | 44.4 mm |
| 19.7 km | 1006.4 hPa | 2.1 °C | Fairview | 17.6 m/s | 81.5 mm |
| 3.9 km | 992.8 hPa | 20.4 °C | Maple | 16.8 m/s | 29.9 mm |
| 18.9 km | 1004.0 hPa | 37.0 °C | Lakeside | 12.1 m/s | 24.7 mm |

Question: According to the weather table, what is the Rainfall at Fairview?",81.5 mm,"{""headers"": [""Visibility"", ""Pressure"", ""Temperature"", ""Station"", ""Wind speed"", ""Rainfall""], ""rows"": [[""12.8 km"", ""961.5 hPa"", ""29.9 °C"", ""Pinehurst"", ""29.4 m/s"", ""63.6 mm""], [""6.4 km"", ""961.5 hPa"", ""-1.7 °C"", ""Clearwater"", ""5.6 m/s"", ""63.8 mm""], [""24.3 km"", ""946.0 hPa"", ""20.5 °C"", ""Hillcrest"", ""0.9 m/s"", ""44.4 mm""], [""19.7 km"", ""1006.4 hPa"", ""2.1 °C"", ""Fairview"", ""17.6 m/s"", ""81.5 mm""], [""3.9 km"", ""992.8 hPa"", ""20.4 °C"", ""Maple"", ""16.8 m/s"", ""29.9 mm""], [""18.9 km"", ""1004.0 hPa"", ""37.0 °C"", ""Lakeside"", ""12.1 m/s"", ""24.7 mm""]]}","{""row_index"": 3, ""column_index"": 5, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Fairview"", ""target_column"": ""Rainfall""}",lookup
